id,name,year,era,governor,grantee,acres,leagues,county,land_case,outcome,patent_to,patent_date,patent_acres,glo_patent_no,scotus_cite,bancroft_scan_url,portal_url,mapped
rancho-sobrante,El Sobrante,1841,alvarado,Alvarado,Juan José and Victor Castro,19982,,Contra Costa,ND 403,Confirmed,Juan José and Victor Castro,"Aug. 11, 1883","19,982.49",550,,https://digicoll.lib.berkeley.edu/record/264250,https://ranchos.archivesofcalifornia.com/r/rancho-sobrante.html,yes
rancho-canon-santa-ana,Canon De Santa Ana,1834,figueroa,Jose Figueroa,B. Yorba,13328,3,Orange,SD 089,Confirmed,Bernardo Yorba,"July 25, 1866","13,328.53",475,,https://digicoll.lib.berkeley.edu/record/265836,https://ranchos.archivesofcalifornia.com/r/rancho-canon-santa-ana.html,yes
rancho-san-gregorio,San Gregorio (Rogriguez),1839,alvarado,Alvarado,Antonino Buelna,13344,3,San Mateo,ND 088,Confirmed,"Encarcacion Chino Rodriguez, widow of Antonio Buelna","Feb. 19, 1861","13,344.15",171,,https://digicoll.lib.berkeley.edu/record/265450,https://ranchos.archivesofcalifornia.com/r/rancho-san-gregorio.html,yes
rancho-san-miguelito,San Miguelito,1839,alvarado,Alvarado,M. Abila,14198,2,San Luis Obispo,SD 037,Confirmed,Miguel Abila,"Feb. 23, 1877","14,198.20",335,,https://digicoll.lib.berkeley.edu/record/256661,https://ranchos.archivesofcalifornia.com/r/rancho-san-miguelito.html,yes
rancho-tularcitos-1,Los Tularcitos (Gomez),1834,figueroa,Figueroa,Rafael Gomez,26531,6,,SD 003,Confirmed,"Felipe Gomez et al, heirs of Ramon Gomez","Mar. 12, 1866","26,531.34",291,,https://digicoll.lib.berkeley.edu/record/266044,https://ranchos.archivesofcalifornia.com/r/rancho-tularcitos-1.html,yes
rancho-san-diego-island,San Diego Island,1846,pico,Pio Pico,Pedro C. Carrillo,4185,1/2,San Diego,SD 257,Confirmed,Archibald C. Peachy and William H. Aspinwall,"June 11, 1869","4,185.46",527,,https://digicoll.lib.berkeley.edu/record/267598,https://ranchos.archivesofcalifornia.com/r/rancho-san-diego-island.html,yes
rancho-pleyto,Pleyto,1845,pico,Pio Pico,Antonio Chaves,13299,3,,SD 288,Confirmed,William S. Johnson et al,"Mar. 7, 1872","13,299.27",312,,https://digicoll.lib.berkeley.edu/record/268915,https://ranchos.archivesofcalifornia.com/r/rancho-pleyto.html,yes
rancho-temecula,Temecula,1844,micheltorena,Micheltorena,Luis Vignes,26608,,Riverside,SD 119,Confirmed,Luis Vignes,"Jan. 18, 1860","26,608.94",492,,https://digicoll.lib.berkeley.edu/record/265860,https://ranchos.archivesofcalifornia.com/r/rancho-temecula.html,yes
rancho-santa-ysabel-1,Santa Ysabel,1844,micheltorena,Micheltorena,F. Arce,17774,4,,SD 042,Confirmed,Francisco Arce,"May 1, 1866","17,774.12",319,,https://digicoll.lib.berkeley.edu/record/266079,https://ranchos.archivesofcalifornia.com/r/rancho-santa-ysabel-1.html,yes
rancho-guilicos,Los Guilicos,1837,alvarado,Alvarado,John Wilson,18833,4,Sonoma,ND 094,Confirmed,William Hood,"June 16, 1866","18,833.86",66,,https://digicoll.lib.berkeley.edu/record/256560,https://ranchos.archivesofcalifornia.com/r/rancho-guilicos.html,yes
rancho-boca-canada-pinole,La Boca De La Canada Del Pinole,1842,alvarado,Alvarado,María Manuela Valencia,13316,,Contra Costa,ND 138,Confirmed,Maria Manuela Valencia,"Nov. 30, 1878","13,316.26",125,,https://digicoll.lib.berkeley.edu/record/265498,https://ranchos.archivesofcalifornia.com/r/rancho-boca-canada-pinole.html,yes
rancho-corte-madera,El Corte De Madera,1844,micheltorena,Micheltorena,Maximo Martinez,13316,2,Santa Clara,ND 036,Confirmed,Maximo Martinez,"June 19, 1858","13,316.05",173,,https://digicoll.lib.berkeley.edu/record/264423,https://ranchos.archivesofcalifornia.com/r/rancho-corte-madera.html,yes
rancho-positas,Las Positas,1839,alvarado,Alvarado,Salvio Pacheco,8880,2,Alameda,ND 135,Confirmed,"Jose Noriega, Robert Livermore, and Josefa Higuera Livermore, Administrators","May 25, 1872","8,880.00",120,,https://digicoll.lib.berkeley.edu/record/265495,https://ranchos.archivesofcalifornia.com/r/rancho-positas.html,yes
rancho-castac,Castac,1843,micheltorena,Micheltorena,J. M. Covarrubias,22178,5,Kern,SD 349,Confirmed,Jose Maria Covarrubias,"Nov. 27, 1866","22,178.28",346,,https://digicoll.lib.berkeley.edu/record/268971,https://ranchos.archivesofcalifornia.com/r/rancho-castac.html,yes
rancho-punto-ano-nuevo,Punto Del Ano Nuevo,1842,alvarado,Alvarado,Simeon Castro,17753,4,,ND 070,Confirmed,Simeon Castro,"Dec. 3, 1857",,205,,https://digicoll.lib.berkeley.edu/record/264453,https://ranchos.archivesofcalifornia.com/r/rancho-punto-ano-nuevo.html,yes
rancho-san-juan-cajon-santa-ana,San Juan Cajon De Santa Ana,1837,alvarado,Alvarado,J. P. Ontiveros,35970,,Orange,SD 140,Confirmed,Juan P. Ontiveras,"May 21, 1877","35,970.92",473,,https://digicoll.lib.berkeley.edu/record/264494,https://ranchos.archivesofcalifornia.com/r/rancho-san-juan-cajon-santa-ana.html,yes
rancho-posas,Las Posas,1834,figueroa,Figueroa,José de la Guerra y Noriega,26623,,Ventura,SD 117,Confirmed,Jose de la Guerra y Noriega,"Feb. 18, 1871","26,623.36",401,,https://digicoll.lib.berkeley.edu/record/265858,https://ranchos.archivesofcalifornia.com/r/rancho-posas.html,yes
rancho-corral-piedra,Corral De Piedra,1841,alvarado,Alvarado,J. M. Villavicencia,30911,2,San Luis Obispo,SD 045,Confirmed,Jose Maria Villavicencio,"Oct. 29, 1867","30,911.20",337,,https://digicoll.lib.berkeley.edu/record/266082,https://ranchos.archivesofcalifornia.com/r/rancho-corral-piedra.html,yes
rancho-sespe-no-2,Sespe No. 2,1833,figueroa,Jose Figueroa,C. A. Carrillo,8880,6,Ventura,SD 032,Confirmed,Thomas W. More,"Mar. 14, 1872","8,880.81",397,,https://digicoll.lib.berkeley.edu/record/266071,https://ranchos.archivesofcalifornia.com/r/rancho-sespe-no-2.html,yes
rancho-san-ramon,San Ramon (Carpentier),1833,figueroa,Figueroa,José Domingo Peralta,8917,,Contra Costa,ND 322,Confirmed,H. W. Carpentier et al,"April 7, 1866","8,917.36",116,,https://digicoll.lib.berkeley.edu/record/256649,https://ranchos.archivesofcalifornia.com/r/rancho-san-ramon.html,yes
rancho-yerba-buena,Yerba Buena,1833,figueroa,Figueroa,Antonio Chaboya,24342,,Santa Clara,ND 213,Confirmed,Antonio Chaboya,"Jan. 3, 1859","24,342.64",183,,https://digicoll.lib.berkeley.edu/record/265805,https://ranchos.archivesofcalifornia.com/r/rancho-yerba-buena.html,yes
rancho-santa-rosa-1,Santa Rosa (Cota),1839,alvarado,Alvarado,Maria Jesus Olivera de Cota,15526,,Santa Barbara,SD 294,Confirmed,Maria Jesus Olivera de Cota,"Apr. 30, 1872",,370,,https://digicoll.lib.berkeley.edu/record/102019,https://ranchos.archivesofcalifornia.com/r/rancho-santa-rosa-1.html,yes
rancho-san-lorenzo-1,San Lorenzo (Randall),1842,alvarado,Alvarado,Francisco Rico,22264,5,,SD 253,Confirmed,"Elizabeth T. Randall et al, heirs of Andrew Randall","June 4, 1870","22,264.47",302,,https://digicoll.lib.berkeley.edu/record/267594,https://ranchos.archivesofcalifornia.com/r/rancho-san-lorenzo-1.html,yes
rancho-bolsa-chica,La Bolsa Chica,1841,alvarado,Alvarado,J. Ruiz,8107,2,Orange,SD 205,Confirmed,Joaquin Ruiz,"May 7, 1874","8,107.46",469,,https://digicoll.lib.berkeley.edu/record/267549,https://ranchos.archivesofcalifornia.com/r/rancho-bolsa-chica.html,yes
rancho-san-miguelito-1,San Miguelito,1839,alvarado,Jimeno; Alvarado,José R. Gonzalez,22135,,,SD 018,Confirmed,Mauricio Gonzales,"Aug. 8, 1867","22,135.91",,,https://digicoll.lib.berkeley.edu/record/266059,https://ranchos.archivesofcalifornia.com/r/rancho-san-miguelito-1.html,yes
rancho-guenoc,Guenoc,1845,pico,Pio Pico,George Rock,21220,6,Lake,ND 013,Confirmed,Archibald A. Ritchie and Paul S. Forbes,"May 22, 1865","21,220.03",58,,https://digicoll.lib.berkeley.edu/record/264405,https://ranchos.archivesofcalifornia.com/r/rancho-guenoc.html,yes
rancho-san-marcos,San Marcos,1846,pico,Pío Pico,Nicolas A. Den and Richard S. Den,35573,,Santa Barbara,SD 364,Confirmed,Nicolas A. Den and Richard Den,"Sept. 6, 1869","35,573.10",364,,https://digicoll.lib.berkeley.edu/record/268986,https://ranchos.archivesofcalifornia.com/r/rancho-san-marcos.html,yes
rancho-monte-diablo,Monte Del Diablo,1836,figueroa,Jose Figueroa,S. Pacheco,17921,,Contra Costa,ND 020,Confirmed,Salvio Pacheco,"Mar. 19, 1859","17,921",112,,https://digicoll.lib.berkeley.edu/record/264409,https://ranchos.archivesofcalifornia.com/r/rancho-monte-diablo.html,yes
rancho-tomales-baulines-1,Tomales Y Baulines (Phelps),1836,interim,the interim government,Bethuel Phelps,13644,,Marin,ND 418,Confirmed,Bethuel Phelps,"Feb. 26, 1866","13,644.66",37,,https://digicoll.lib.berkeley.edu/record/264264,https://ranchos.archivesofcalifornia.com/r/rancho-tomales-baulines-1.html,yes
rancho-valle-san-jose,Valle De San Jose (Portilla),1836,interim,the interim government,Silvestre de la Portilla,17634,,San Diego,SD 144,Confirmed,Silvestre de la Portilla,"Jan. 10, 1880","17,634.06",508,,https://digicoll.lib.berkeley.edu/record/265880,https://ranchos.archivesofcalifornia.com/r/rancho-valle-san-jose.html,yes
rancho-rio-putos,Rio De Los Putos,1842,alvarado,Alvarado,Francisco Guerrero,17754,4,Solano,ND 232,Confirmed,William Wolfskill,"Dec. 18, 1858","17,754.73",87,,https://digicoll.lib.berkeley.edu/record/256566,https://ranchos.archivesofcalifornia.com/r/rancho-rio-putos.html,yes
rancho-dos-pueblos,Los Dos Pueblos,1842,alvarado,Alvarado,Nicholás August Den,15534,,Santa Barbara,SD 150,Confirmed,Nicholas A. Den,"Feb. 23, 1877","15,534.76",381,,https://digicoll.lib.berkeley.edu/record/266110,https://ranchos.archivesofcalifornia.com/r/rancho-dos-pueblos.html,yes
rancho-punta-laguna,Punta De La Laguna,1844,micheltorena,Micheltorena,Luis Arrellanes and Emigdio Miguel Ortega,26648,,Santa Barbara,SD 188,Confirmed,Luis Arellanes et al,"Oct. 2, 1873","26,648.42",354,,https://digicoll.lib.berkeley.edu/record/267535,https://ranchos.archivesofcalifornia.com/r/rancho-punta-laguna.html,yes
rancho-huichica,Huichica,1841,alvarado,Jimeno,J. P. Leese,18704,2,Napa,ND 050,Confirmed,Jacob P. Leese,Aug 3. 1859,"18,704.04",72,,https://digicoll.lib.berkeley.edu/record/264437,https://ranchos.archivesofcalifornia.com/r/rancho-huichica.html,yes
rancho-bolsa-chamisal,Bolsa De Chamisal,1837,alvarado,Alvarado,Francisco Quijada,14335,,San Luis Obispo,SD 036,Confirmed,Lewis T. Burton,"Aug. 27, 1867","14,335.22",352,,https://digicoll.lib.berkeley.edu/record/266075,https://ranchos.archivesofcalifornia.com/r/rancho-bolsa-chamisal.html,yes
rancho-sausal-redondo,Sausal Redondo,1837,alvarado,Alvarado,Antonio Ignacio Abila,22458,,Los Angeles,SD 354,Confirmed,Antonio Ignacio Abila,"Mar. 22, 1875","22,458.94",438,,https://digicoll.lib.berkeley.edu/record/268976,https://ranchos.archivesofcalifornia.com/r/rancho-sausal-redondo.html,yes
rancho-ausaymas-san-felipe,Ausaymas Y San Felipe,1833,figueroa,Jose Figueroa; Nicolas Gutierrez,F. P. Pacheco,504,2,Santa Clara,SD 079,Confirmed,,,,233,,https://digicoll.lib.berkeley.edu/record/265827,https://ranchos.archivesofcalifornia.com/r/rancho-ausaymas-san-felipe.html,yes
rancho-todos-santos-san-antonio,Todos Santos Y San Antonio,1841,alvarado,Alvarado,Guillermo E. Hartnell,20772,,Santa Barbara,SD 357,Confirmed,the heirs of William E. P. Hartnell,"Dec. 20, 1876","20,772.17",357,,https://digicoll.lib.berkeley.edu/record/268979,https://ranchos.archivesofcalifornia.com/r/rancho-todos-santos-san-antonio.html,yes
rancho-san-lorenzo-2,San Lorenzo (Castro),1841,alvarado,Alvarado,Guillermo Castro,26722,,Alameda,ND 029,Confirmed,Guillermo Castro,"Feb. 14, 1865",,122,,https://digicoll.lib.berkeley.edu/record/264416,https://ranchos.archivesofcalifornia.com/r/rancho-san-lorenzo-2.html,yes
rancho-san-justo,San Justo,1839,alvarado,Alvarado,Jose Castro,34619,4,San Benito,SD 211,Confirmed,Francisco P. Pacheco,"Dec. 6, 1865","34,619.65",238,,https://digicoll.lib.berkeley.edu/record/267555,https://ranchos.archivesofcalifornia.com/r/rancho-san-justo.html,yes
rancho-arroyo-alameda,Arroyo De La Alameda,1842,alvarado,Alvarado,J. de Jesus Vallejo,17705,4,Alameda,ND 060,Confirmed,José de Jesús Vallejo,"Jan. 1, 1858","17,705.38",133,,https://digicoll.lib.berkeley.edu/record/264446,https://ranchos.archivesofcalifornia.com/r/rancho-arroyo-alameda.html,yes
rancho-laguna-san-antonio,Laguna De San Antonio,1845,pico,Pio Pico,B. Bojorquez,24903,6,Marin,ND 061,Confirmed,Bartolome Bojorquez,"Nov. 21, 1871","24,903.42",30,,https://digicoll.lib.berkeley.edu/record/264447,https://ranchos.archivesofcalifornia.com/r/rancho-laguna-san-antonio.html,yes
rancho-barranca-colorada,La Barranca Colorada,1844,micheltorena,Micheltorena,Josiah Belden,17707,4,,ND 371,Confirmed,William B. Ide,"July 3, 1860","17,707.49",3,,https://digicoll.lib.berkeley.edu/record/264207,https://ranchos.archivesofcalifornia.com/r/rancho-barranca-colorada.html,yes
rancho-canada-san-vicente-mesa-padre-barona,Canada De San Vicente Y Mesa Del Padre Barona,1846,pico,Pio Pico,Juan Lopez,13316,3,San Diego,SD 162,Confirmed,Domingo Yorba,"Nov. 17, 1873","13,316.13",513,,https://digicoll.lib.berkeley.edu/record/266121,https://ranchos.archivesofcalifornia.com/r/rancho-canada-san-vicente-mesa-padre-barona.html,yes
rancho-roblar-miseria,Roblar De La Miseria,1845,pico,Pio Pico,Juan Nepomaseno Padillo,16887,4,Sonoma,ND 030,Confirmed,Daniel Wright and all the above named claimants and also Johann A.F. Hyermann,"Jan. 18, 1858","16,887.45",50,,https://digicoll.lib.berkeley.edu/record/264417,https://ranchos.archivesofcalifornia.com/r/rancho-roblar-miseria.html,yes
rancho-san-bernardo-2,San Bernardo (Soberanes),1841,alvarado,Alvarado,M. Soberanes et al,13345,3,,SD 223,Confirmed,Mariano Soberanes,"Mar. 9, 1874","13,345.65",306,,https://digicoll.lib.berkeley.edu/record/267564,https://ranchos.archivesofcalifornia.com/r/rancho-san-bernardo-2.html,yes
rancho-chimiles,Chimiles,1846,pico,Pio Pico,Jose Ygnacio Berreyesa,762,4,Napa,ND 043,Confirmed,William Gordan and Nathan Coombs,"Dec. 19, 1860",762.44,89,,https://digicoll.lib.berkeley.edu/record/264430,https://ranchos.archivesofcalifornia.com/r/rancho-chimiles.html,yes
rancho-saucos,Saucos,1844,micheltorena,Micheltorena,Robert H. Thomes,212,,Tehama,ND 085,Confirmed,,"Oct. 14, 1857",,5,,https://digicoll.lib.berkeley.edu/record/265447,https://ranchos.archivesofcalifornia.com/r/rancho-saucos.html,yes
rancho-cuyama,Cuyama (Maria Antonia De La Guerra Y Lataillade),1843,micheltorena,Micheltorena,Jose Maria Rojo,22193,5,Santa Barbara,SD 365,Confirmed,Maria Antonia de la Guerra y Lataillde,"July 20, 1877","22,193.21",341,,https://digicoll.lib.berkeley.edu/record/268987,https://ranchos.archivesofcalifornia.com/r/rancho-cuyama.html,yes
rancho-canada-pinos-college,Canada De Los Pinos Or College Rancho,1844,micheltorena,Micheltorena,Bishop S. Alemany,35499,,Santa Barbara,SD 388,Confirmed,Bishop Joseph S. Alemany,"Feb. 28, 1861","35,499.37",363,,https://digicoll.lib.berkeley.edu/record/269007,https://ranchos.archivesofcalifornia.com/r/rancho-canada-pinos-college.html,yes
rancho-puerto,Rancho Del Puerto,1844,micheltorena,Micheltorena,Samuel G. Reed and Ruben S. Wade,13340,,Stanislaus,ND 330,Confirmed,Samuel G. Reed and Ruben S. Wade,"Aug. 15, 1864","13,340.39",106,,https://digicoll.lib.berkeley.edu/record/256657,https://ranchos.archivesofcalifornia.com/r/rancho-puerto.html,yes
rancho-san-lorenzo-3,San Lorenzo (Soberanes),1841,alvarado,Alvarado,Feliciano Soberanes,21884,,,SD 027,Confirmed,Feliciano Soberanes,"July 28, 1866","21,884.38",299,,https://digicoll.lib.berkeley.edu/record/266067,https://ranchos.archivesofcalifornia.com/r/rancho-san-lorenzo-3.html,yes
rancho-posa-ositos,Posa De La Ositos,1839,alvarado,Alvarado,C. C. Espinoza,16938,4,Monterey,SD 209,Confirmed,Carlos C. Espinoza,"June 29, 1865","16,938.98",298,,https://digicoll.lib.berkeley.edu/record/267553,https://ranchos.archivesofcalifornia.com/r/rancho-posa-ositos.html,yes
rancho-panoche-san-juan-carrisalitos,Panoche De San Juan Los Carrisalitos,1844,micheltorena,Micheltorena,J. Ursua,22175,5,,SD 181,Confirmed,Julian Ursua and Pedro Romo,"July 30, 1867","22,175.34",235,,https://digicoll.lib.berkeley.edu/record/264276,https://ranchos.archivesofcalifornia.com/r/rancho-panoche-san-juan-carrisalitos.html,yes
rancho-cuyamaca,Cuyamaca,1845,pico,Pio Pico,A. Olvera,501,11,San Diego,SD 124,Confirmed,,"Dec. 19, 1874",,512,,https://digicoll.lib.berkeley.edu/record/265864,https://ranchos.archivesofcalifornia.com/r/rancho-cuyamaca.html,yes
rancho-sisquoc,Sisquoc,1845,pico,Pío Pico,James B. Huie,35485,,Santa Barbara,SD 310,Confirmed,James B. Huie,"Aug. 24, 1866","35,485.90",348,,https://digicoll.lib.berkeley.edu/record/268936,https://ranchos.archivesofcalifornia.com/r/rancho-sisquoc.html,yes
rancho-ojai,Ojai,1837,alvarado,Alvarado,Fernando Tico,17716,,Ventura,SD 168,Confirmed,Fernando Tico,"Dec. 22, 1870","17,716.83",389,,https://digicoll.lib.berkeley.edu/record/266126,https://ranchos.archivesofcalifornia.com/r/rancho-ojai.html,yes
rancho-nacion,La Nacion,1845,pico,Pío Pico,Juan Forster,26631,,San Diego,SD 246,Confirmed,Juan Forster,"Feb. 27, 1866","26,631.94",528,,https://digicoll.lib.berkeley.edu/record/267587,https://ranchos.archivesofcalifornia.com/r/rancho-nacion.html,yes
rancho-buri-buri,Buri Buri,1835,interim,the interim government,José de la Cruz Sánchez,14639,,San Mateo,ND 101,Confirmed,Jose de la Cruz Sanchez et al,"Oct. 17, 1872","14,639.19",150,,https://digicoll.lib.berkeley.edu/record/265461,https://ranchos.archivesofcalifornia.com/r/rancho-buri-buri.html,yes
rancho-molinos,Molinos,1836,interim,Jose Figueroa,J. B. R. Cooper,17892,10½,,ND 227,Confirmed,John B. R. Cooper,"April 3, 1858","17,892.42",53,,https://digicoll.lib.berkeley.edu/record/256561,https://ranchos.archivesofcalifornia.com/r/rancho-molinos.html,yes
rancho-farwell,Rancho De Farwell,1844,micheltorena,Micheltorena,Edward A. Farwell,22193,5,Butte,ND 384,Confirmed,James Williams and the heirs of Edward A. Farwell,"July 1, 1863","22,193.93",10,,https://digicoll.lib.berkeley.edu/record/264235,https://ranchos.archivesofcalifornia.com/r/rancho-farwell.html,yes
rancho-san-juan,San Juan,1844,micheltorena,Micheltorena,Joel P. Dedmond,19982,4½,Sacramento,ND 324,Confirmed,Hiram Grimes,"July 9, 1860","19,982.70",97,,https://digicoll.lib.berkeley.edu/record/256651,https://ranchos.archivesofcalifornia.com/r/rancho-san-juan.html,yes
rancho-esquon,Esquon,1844,micheltorena,Micheltorena and J. A. Sutter,S. Neal,22193,5,Butte,ND 179,Confirmed,Samuel Neal,"Apl. 4, 1860","22,193.78",14,,https://digicoll.lib.berkeley.edu/record/265539,https://ranchos.archivesofcalifornia.com/r/rancho-esquon.html,yes
rancho-palos-verdes,Los Palos Verdes,1846,pico,Pio Pico,J. L. Sepulveda et al,31629,,Los Angeles,SD 093,Confirmed,Jose L. and Juan Sepulveda,"June 22, 1880","31,629.43",439,,https://digicoll.lib.berkeley.edu/record/265839,https://ranchos.archivesofcalifornia.com/r/rancho-palos-verdes.html,yes
rancho-ulpinos,Los Ulpinos,1844,micheltorena,Micheltorena,J. Bidwell,726,4,Solano,ND 086,Confirmed,J. Bidwell,"Aug. 9, 1866",,92,,https://digicoll.lib.berkeley.edu/record/265448,https://ranchos.archivesofcalifornia.com/r/rancho-ulpinos.html,yes
rancho-eight-square-leagues-on-stanislaus-river,Eight Square Leagues On The Stanislaus River,1846,pico,Pio Pico,A. B. Thompson,35532,8,,ND 351,Confirmed,Alpheus B. Thompson,"May 18, 1858","35,532.80",101,,https://digicoll.lib.berkeley.edu/record/264188,https://ranchos.archivesofcalifornia.com/r/rancho-eight-square-leagues-on-stanislaus-river.html,yes
rancho-napa,Napa,1838,alvarado,Alvarado,Salvador Vallejo,22193,,Napa,,Confirmed,,,,,,,https://ranchos.archivesofcalifornia.com/r/rancho-napa.html,yes
rancho-huasuna,Huasuna,1843,micheltorena,Micheltorena,I. J. Sparks,22152,5,,SD 069,Confirmed,Isaac J. Sparks,"Jan. 23, 1879","22,152.99",340,,https://digicoll.lib.berkeley.edu/record/265819,https://ranchos.archivesofcalifornia.com/r/rancho-huasuna.html,yes
rancho-san-vicente-santa-monica,San Vicente Y Santa Monica,1839,alvarado,Alvarado,Francisco Sepulveda,30259,,Los Angeles,SD 143,Confirmed,Ramon Sepulveda,"July 23, 1881","30,259.65",432,,https://digicoll.lib.berkeley.edu/record/265879,https://ranchos.archivesofcalifornia.com/r/rancho-san-vicente-santa-monica.html,yes
rancho-cholame,Cholame,1844,micheltorena,Micheltorena,Ellen E. White,26621,,,SD 071,Confirmed,Ellen E. White,"Apl. 1, 1865","26,621.82",314,,https://digicoll.lib.berkeley.edu/record/265821,https://ranchos.archivesofcalifornia.com/r/rancho-cholame.html,yes
rancho-san-vicente-1,San Vicente (Munrass),1835,interim,the interim government,Concepción Munras,19979,,Monterey,SD 005,Confirmed,Concepcion Munras et al,"June 29, 1865","19,979.10",293,,https://digicoll.lib.berkeley.edu/record/266046,https://ranchos.archivesofcalifornia.com/r/rancho-san-vicente-1.html,yes
rancho-johnson,Johnson Rancho,1844,micheltorena,Micheltorena,William Johnson,22197,,Yuba,ND 397,Confirmed,William Johnson,"Aug. 3, 1857","22,197.31",21,,https://digicoll.lib.berkeley.edu/record/264244,https://ranchos.archivesofcalifornia.com/r/rancho-johnson.html,yes
rancho-novato,Novato,1839,alvarado,Alvarado,Fernando Feliz,8870,2,Marin,ND 223,Confirmed,the assigns of Bezar Simmons,"Apl. 10, 1866","8,870.62",46,,https://digicoll.lib.berkeley.edu/record/265815,https://ranchos.archivesofcalifornia.com/r/rancho-novato.html,yes
rancho-real-aguilas,Real De Las Aguilas,1844,micheltorena,Micheltorena,Francisco Arias and Saturnino Cariaga,52,7,San Benito,SD 262,Confirmed,,"Sept. 23, 1869",,236,,https://digicoll.lib.berkeley.edu/record/267603,https://ranchos.archivesofcalifornia.com/r/rancho-real-aguilas.html,yes
rancho-san-antonio-4,San Antonio (Lugo),1838,alvarado,Alvarado,A. M. Lugo,29513,,Los Angeles,SD 009,Confirmed,Antonio M. Lugo,"July 20, 1866","29,513.35",442,,https://digicoll.lib.berkeley.edu/record/266050,https://ranchos.archivesofcalifornia.com/r/rancho-san-antonio-4.html,yes
rancho-guadalupe,Guadalupe,1837,alvarado,Alvarado,D. Olivera and T. Arellanes,32408,,Santa Barbara,SD 039,Confirmed,Diego Olivera and Teodoro Arellanes (1),"June 30, 1866","32,408.03",353,,https://digicoll.lib.berkeley.edu/record/266076,https://ranchos.archivesofcalifornia.com/r/rancho-guadalupe.html,yes
rancho-jesus-maria,Jesus Maria,1837,alvarado,Alvarado,Luis T. Burton and José Carrillo,42184,,Santa Barbara,SD 268,Confirmed,Lewis P. Burton et al,"Sept. 7, 1871","42,184.93",356,,https://digicoll.lib.berkeley.edu/record/267609,https://ranchos.archivesofcalifornia.com/r/rancho-jesus-maria.html,yes
rancho-new-helvetia,New Helvetia,1841,alvarado,Alvarado,John A. Sutter,48839,,Sacramento,ND 319,Confirmed,John A. Sutter,"June 20, 1866","48,839.30",20,21 How. 170,https://digicoll.lib.berkeley.edu/record/256648,https://ranchos.archivesofcalifornia.com/r/rancho-new-helvetia.html,yes
rancho-santa-paula-saticoy,Santa Paula Y Saticoy,1843,micheltorena,Micheltorena,Manuel Jimeno Casarin,17733,4,Ventura,SD 328,Confirmed,John P. Davidson,"Apl. 22, 1872","17,733.33",395,,https://digicoll.lib.berkeley.edu/record/268951,https://ranchos.archivesofcalifornia.com/r/rancho-santa-paula-saticoy.html,yes
rancho-bolsa-nueva-moro-cojo,Bolsa Nueva Moro Cojo,1825,echeandia,Luis Arguello; Mariano Chico; Alvarado; Micheltorena,Simeon Castro,30901,8,Monterey,SD 098,Confirmed,"Maria Antonia Pico de Castro et al, heirs","Nov. 20, 1876","30,901.34",245,,https://digicoll.lib.berkeley.edu/record/265842,https://ranchos.archivesofcalifornia.com/r/rancho-bolsa-nueva-moro-cojo.html,yes
rancho-primer-canon,El Primer Canon,1844,micheltorena,Micheltorena,John Francisco Dye,26637,,Tehama,ND 012,Confirmed,John F. Dye,"Feb. 28, 1871","26,637.11",2,,https://digicoll.lib.berkeley.edu/record/264404,https://ranchos.archivesofcalifornia.com/r/rancho-primer-canon.html,yes
rancho-saucelito,Saucelito,1838,alvarado,Alvarado,William (Guillermo) A. Richardson,19571,,Marin,ND 083,Confirmed,Guillermo A. Richardson heirs,"Aug. 7, 1879","19,571.92",36,,https://digicoll.lib.berkeley.edu/record/265445,https://ranchos.archivesofcalifornia.com/r/rancho-saucelito.html,yes
rancho-pauba,Pauba,1844,micheltorena,Micheltorena; Pio Pico,V. Morago (Vicente Moraga and Luis Arenas),26597,6,Riverside,SD 203,Confirmed,Luis Vignes,"Jan. 19, 1860","26,597.96",490,,https://digicoll.lib.berkeley.edu/record/267547,https://ranchos.archivesofcalifornia.com/r/rancho-pauba.html,yes
rancho-nicasio-1,Nicasio (Helleck),1844,micheltorena,Micheltorena,"Henry W. Hallack, James Black, and Benjamin R. Buckelew",30848,,Marin,ND 392,Confirmed,"Henry W. Hallack, James Black, and Benjamin R. Buckelew","Nov. 1, 1861",,32,,https://digicoll.lib.berkeley.edu/record/264241,https://ranchos.archivesofcalifornia.com/r/rancho-nicasio-1.html,yes
rancho-santa-margarita,Santa Margarita,1841,alvarado,Alvarado,Joaquín Estrada,17734,,San Luis Obispo,SD 149,Confirmed,Joaquin Estrada,"Apl. 9, 1861","17,734.94",316,,https://digicoll.lib.berkeley.edu/record/266109,https://ranchos.archivesofcalifornia.com/r/rancho-santa-margarita.html,yes
rancho-san-jose-valle,San Jose Del Valle,1844,micheltorena,Micheltorena,Juan J. Warner,26688,,San Diego,SD 218,Confirmed,Juan J. Warner,"Jan. 16, 1880","26,688.93",509,,https://digicoll.lib.berkeley.edu/record/268900,https://ranchos.archivesofcalifornia.com/r/rancho-san-jose-valle.html,yes
rancho-santa-rosa-2,Santa Rosa (Morino),1845,pico,Pío Pico,Juan Moreno,815,,,SD 148,Confirmed,,"Oct. 10, 1872",,493,,https://digicoll.lib.berkeley.edu/record/266108,https://ranchos.archivesofcalifornia.com/r/rancho-santa-rosa-2.html,yes
